Identifiant du conteneur,Quantité,
ML10C1,2,
MF02G0,1,
MB07D1,2,
MY07D2,1,
MM09C1,4,
MC03D2,1,
MJ00F4,1,
MQ11D1,1,
MB08H0,1,
MJ08F2,1,
MJ00D0,1,
QA00A1,1,
QA03B3,1,
MQ04A6,1,
MQ11B1,1,
QA00A0,1,
QA02B2,1,
ZM03A1,1,
MT05D2,1,
MW13B1,3,
MJ08B3,1,
MY07E2,1,
ZM13A2,1,
MW14B4,1,
MX05B0,1,
MW19C3,2,
MW00D3,1,
MO08A1,1,
MX19B3,1,
MX05A0,1,
MW11B5,1,
00000999990000272321,0,
ZM18C0,1,
ZM18B2,1,
MO04A3,1,
MO03B0,1,
ZM01E3,1,
MO11C3,3,
MO06C5,1,
MN06B0,2,
MV20A1,1,
00000999990000272390,0,
MO01C0,1,
MI06F4,1,
MV18A1,1,
MY19A3,1,
MY01C3,1,
MC04D3,1,
MX22C3,1,
MC01B3,1,
MP00B1,1,
MY03C0,1,
MT10A3,1,
MX07C0,1,
MY19D1,1,
MK00A4,1,
MO10B1,1,
ZM01C0,1,
MP06E4,1,
MR01A2,1,
MX00D3,1,
MC00C3,1,
MM08A1,2,
MW21E5,1,
MB01A0,4,
MT12E4,1,
MT12C0,2,
MV22B0,1,
MX23B3,1,
MX22B2,1,
MA02A1,3,
MO11C0,3,
MV21D5,1,
MV22C1,1,
MW04E4,2,
MX06C3,1,
MR11E0,1,
ZM25B0,1,
MD09D1,1,
ZM20A0,1,
MW13B5,1,
MY01C5,1,
MJ06A3,1,
MO06D4,1,
MX23F4,1,
MC01B3,1,
MB08G0,1,
MY10A3,1,
ZM01E3,1,
ME00A0,1,
MU02A1,1,
MY13B3,1,
MW13G3,1,
MS00E1,1,
MY23C3,1,
MQ06C4,1,
MX06A2,1,
MI06D5,1,
MW14D5,1,
MY03B3,1,
MN05D0,1,
MK06A2,1,
MC04C1,1,
MT14C0,2,
MO11C1,1,
MV03B4,1,
MR09B1,1,
MT02F3,1,
MW17C3,1,
MO10C0,1,
MS09G5,1,
MR09D1,1,
MO11B2,1,
MN00C3,1,
ML02F4,1,
MK09C0,1,
MV23E4,1,
MS02B1,1,
MC04D1,1,
MC01B2,2,
MN07A3,2,
MS07C2,1,
MK05A3,1,
MC04A0,1,
MC03C3,1,
MQ04B1,1,
ML00A3,1,
ML00D1,1,
ZM16A1,1,
MT04E4,1,
MF08E0,2,
MR11B0,1,
MN00A2,1,
MS00C3,4,
MW03D0,2,
MY06D2,2,
MX04B2,1,
ZM18A1,2,
ZM11A1,1,
ZM16C3,1,
MS00A1,1,
MO11C3,1,
MP00A4,1,
MY03F1,1,
MW04A3,1,
MO11B2,1,
MY18D4,1,
MY01D1,1,
MX13A3,1,
MA02F0,4,
ZM01A3,1,
MT18C3,1,
ME01A2,1,
MO00B2,1,
MQ08A0,1,
MS08B4,1,
MO01A2,1,
MQ04B7,1,
MN03F0,1,
QA02C3,1,
MN05C2,1,
MM08B2,1,
ZM12B1,1,
MV03A4,2,
ML08B3,1,
ZM03A2,2,
MW04A3,1,
MO00A3,2,
MW14E4,3,
MR08A1,1,
MR05A3,2,
MP03E1,1,
ZM17B3,1,
MQ07B2,1,
ZM16A2,1,
MX09A1,1,
ZM13C3,1,
MY03C3,1,
MN05A1,1,
ZM01B0,2,
MT00A0,1,
MR11B2,1,
MI06D2,1,
MY02A1,1,
MK08C3,1,
MO11C3,1,
MY04C5,1,
MJ08D1,1,
ML03I0,1,
MC04B2,1,
ML11B2,1,
MW01C3,1,
MX12A2,1,
MY23A1,1,
MF06C4,1,
MQ10B0,2,
MC03A3,1,
MK11A2,10,
MN00B1,2,
MP05A2,1,
ML09D4,2,
MR10D1,1,
MQ04B7,1,
MO05B1,1,
MM07A2,1,
ZM13C3,1,
ZM22A1,2,
MO05B3,1,
MQ08B0,1,
ZM04A0,1,
MQ07A2,1,
MX22H0,1,
MY00A0,1,
MK09C2,2,
QA04A2,2,
ME00A0,3,
ZM11A1,1,
ZM02A1,1,
MQ07A1,1,
MW09E2,1,
MS07A4,1,
MQ07D1,1,
MA11A0,1,
MY00B0,1,
MP01C2,1,
MN06B3,1,
MX05A0,2,
MX18B2,1,
QA01B0,1,
MC05E1,2,
MK09A3,1,
MT21G0,1,
MB09A3,1,
MB02F1,1,
MP08A1,1,
MR01A2,3,
MY03D1,1,
